"","X","FISHSET_ID","SET_NO","TRIP","DATE_TIME3","SOAKMINP3P1","DEPTH","LATITUDE","LONGITUDE","YEAR","STATION","STRATUM_ID","NAFAREA_ID","Vess_fact","NUM_HOOK_HAUL","total_other_species","total_target_species","broken_hook","empty_baited","empty_unbaited","other_species","target_species","missing_hook","total_sampled","avg_weight"
"473",473,100335026,6,"J20-0207","2020-06-26 21:06:00",540,64,44.492,-58.4415,2020,563,"H31","4VS",56,1000,7,9,0,220,76,1,1,2,300,17.5555555555556
"474",474,100335027,7,"J20-0207","2020-06-27 17:12:00",427,134.5,44.36033,-57.98317,2020,562,"H31","4VS",56,1000,16,2,0,173,120,4,0,3,300,21
"475",475,100335028,8,"J20-0207","2020-06-28 17:19:00",424,452.5,45.39533,-57.58317,2020,576,"H33","4VS",56,1000,6,2,0,186,107,2,0,5,300,25
"476",476,100335029,9,"J20-0207","2020-06-29 16:43:00",440,73,45.2835,-58.45717,2020,559,"H31","4VS",56,1000,0,0,0,151,146,0,0,3,300,NA
"477",477,100335030,10,"J20-0207","2020-06-29 21:14:00",494,258,45.55233,-58.59283,2020,567,"H32","4VS",56,1000,16,9,0,179,108,7,3,3,300,8
"478",478,100335031,11,"J20-0207","2020-06-30 19:22:00",587,91,45.13967,-58.99683,2020,560,"H31","4VS",56,1000,0,0,0,174,123,0,0,3,300,NA
"479",479,100335032,12,"J20-0207","2020-07-01 00:23:00",619,165,45.54233,-59.24533,2020,568,"H32","4VS",56,1000,0,1,0,97,81,0,1,1,180,13
"480",480,100335033,13,"J20-0207","2020-07-01 17:48:00",410,80.5,45.632,-60.17517,2020,530,"H21","4WD",56,1000,1,0,0,268,31,1,0,0,300,NA
"481",481,100335034,14,"J20-0207","2020-07-02 16:25:00",470,189,44.91683,-60.6565,2020,532,"H21","4WD",56,1000,0,8,0,168,129,0,2,1,300,29.5
"482",482,100335035,15,"J20-0207","2020-07-02 21:01:00",497,84.5,45.22067,-60.88633,2020,531,"H21","4WD",56,1000,0,2,0,245,51,0,1,3,300,29.5
"483",483,100335292,3,"J20-0020A","2020-06-04 18:38:00",420,247.75,44.34233,-57.5495,2020,569,"H32","4VC",70,1000,98,28,0,83,172,37,8,0,300,7.75
"484",484,100335310,21,"J20-0020A","2020-06-08 14:06:00",366,425.25,44.83,-56.87817,2020,577,"H33","4VC",70,1000,25,8,1,113,174,9,3,0,300,13.5
"485",485,100335350,1,"J20-0020B","2020-06-26 15:06:00",426,91.25,45.10533,-52.784,2020,632,"H51","3OB",70,1000,110,0,0,189,85,26,0,0,300,NA
"486",486,100335351,2,"J20-0020B","2020-06-26 17:48:00",511,92.25,44.95183,-52.85617,2020,634,"H51","3OD",70,1000,301,0,0,135,74,91,0,0,300,NA
"487",487,100335352,3,"J20-0020B","2020-06-26 21:23:00",598,93.75,44.69867,-52.9695,2020,638,"H51","3OD",70,1000,43,0,2,156,128,14,0,0,300,NA
"488",488,100335353,4,"J20-0020B","2020-06-27 14:41:00",400,91,44.60733,-52.77283,2020,637,"H51","3OD",70,1000,188,3,0,101,147,51,0,0,299,10
"489",489,100335354,5,"J20-0020B","2020-06-27 17:45:00",481,94,44.43717,-52.59667,2020,640,"H51","3OD",70,1000,183,2,0,130,110,59,1,0,300,9.5
"490",490,100335358,9,"J20-0020B","2020-06-28 15:51:00",448,81.25,44.36833,-51.94283,2020,635,"H51","3OD",70,1000,179,4,0,86,119,92,3,0,300,34
"491",491,100335366,17,"J20-0020B","2020-06-30 14:00:00",360,62,44.009,-50.61717,2020,629,"H51","3NC",70,1000,172,0,0,140,112,47,0,0,299,NA
"492",492,100335372,23,"J20-0020B","2020-07-01 18:18:00",456,85.5,43.68567,-51.58333,2020,643,"H51","3OD",70,1000,53,0,1,200,67,32,0,0,300,NA
"493",493,100335374,25,"J20-0020B","2020-07-02 16:18:00",446,105,43.85167,-52.17783,2020,645,"H51","3OE",70,1000,34,9,0,162,113,22,3,0,300,17
"494",494,100335379,30,"J20-0020B","2020-07-03 17:14:00",507,634.5,43.54533,-52.06117,2020,650,"H53","3OE",70,1000,72,22,0,121,141,28,10,0,300,23.1363636363636
"495",495,100336331,3,"J20-0016A","2020-06-10 22:50:00",662,373.25,46.87883,-59.6935,2020,573,"H33","4VN",6,998,24,0,0,58,224,18,0,0,300,NA
"496",496,100336333,2,"J20-0016B","2020-06-14 17:45:00",515,224.25,47.22933,-60.23583,2020,565,"H32","4VN",6,1000,10,7,0,132,160,7,1,0,300,11.7142857142857
"497",497,100336335,1,"J20-0016C","2020-06-17 14:10:00",365,NA,47.1425,-59.3695,2020,571,"H33","4VN",6,1000,70,3,0,109,173,16,1,0,299,16.6666666666667
"498",498,100336337,2,"J20-0016D","2020-06-24 15:03:00",391,NA,47.736,-60.0145,2020,570,"H33","4VN",6,1000,54,4,0,64,198,37,0,0,299,18
"499",499,100336339,2,"J20-0016E","2020-07-18 22:30:00",630,59.5,46.5545,-59.834,2020,554,"H31","4VN",6,999,1,0,0,53,245,1,0,0,299,NA
"500",500,100336340,3,"J20-0016E","2020-07-19 01:10:00",710,51,46.42583,-59.9485,2020,555,"H31","4VN",6,1000,4,0,2,96,197,2,0,0,297,NA
"501",501,100336341,1,"J20-0016F","2020-07-22 16:02:00",362,103.75,46.5525,-60.34283,2020,556,"H31","4VN",6,1000,2,1,0,138,160,2,0,0,300,19
"502",502,100336456,1,"J20-0206","2020-06-16 14:35:00",390,146.75,43.13517,-65.1525,2020,521,"H12","4XO",79,1000,27,5,0,108,168,17,4,0,297,13.8
"503",503,100336459,4,"J20-0206","2020-06-17 14:37:00",392,42,43.62317,-65.04183,2020,505,"H11","4XO",79,1000,8,1,1,249,49,1,0,0,300,31
"504",504,100336461,6,"J20-0206","2020-06-18 14:41:00",387,136.5,43.6525,-64.668,2020,504,"H11","4XO",79,1000,7,11,1,182,114,1,2,0,300,7.45454545454545
"505",505,100336464,9,"J20-0206","2020-06-19 16:20:00",480,68.75,43.3875,-64.70233,2020,507,"H11","4XO",79,1000,0,2,0,248,51,0,1,0,300,38.5
"506",506,100336467,12,"J20-0206","2020-06-20 17:55:00",500,129.5,43.493,-64.0515,2020,502,"H11","4XN",79,1000,13,11,2,211,81,4,2,0,300,9.54545454545454
"507",507,100336470,2,"J20-0209A","2020-06-28 14:16:00",361,46.5,43.796,-60.502,2020,537,"H21","4WF",81,1000,1,2,0,79,219,0,2,0,300,10.5
"508",508,100336471,3,"J20-0209A","2020-06-29 14:02:00",362,41.5,44.50183,-60.44133,2020,533,"H21","4WE",81,1000,68,0,0,188,112,0,0,0,300,NA
"509",509,100336472,4,"J20-0209A","2020-06-30 14:00:00",360,70,44.3575,-60.32133,2020,534,"H21","4WE",81,1000,4,1,0,42,257,1,0,0,300,20
"510",510,100336473,5,"J20-0209A","2020-06-30 18:45:00",515,164.5,44.2065,-60.26933,2020,546,"H22","4WE",81,1000,2,6,0,26,273,1,0,0,300,17.3333333333333
"511",511,100336476,8,"J20-0209A","2020-07-02 14:06:00",363,56.5,43.89967,-61.55033,2020,541,"H21","4WH",81,1000,0,55,2,95,189,0,13,1,300,35.2181818181818
"512",512,100336479,11,"J20-0209A","2020-07-04 14:05:00",364,127.5,44.77817,-61.886,2020,535,"H21","4WH",81,1000,1,6,1,157,141,1,0,0,300,23
"513",513,100336480,1,"J20-0209B","2020-07-06 14:50:00",365,122.25,44.4785,-63.014,2020,539,"H21","4WK",81,1000,28,2,1,133,154,11,1,0,300,8
"514",514,100336481,2,"J20-0209B","2020-07-06 20:43:00",545,153.5,44.43367,-62.60267,2020,549,"H22","4WK",81,1000,99,6,1,23,246,29,1,0,300,6.16666666666667
"515",515,100336482,3,"J20-0209B","2020-07-07 14:50:00",383,121,44.67733,-62.29483,2020,536,"H21","4WK",81,1000,3,10,2,122,169,3,4,0,300,18
"516",516,100336483,4,"J20-0209B","2020-07-07 20:16:00",520,103.75,44.58167,-62.65617,2020,538,"H21","4WK",81,1000,7,5,1,136,136,0,0,2,275,15.8
"517",517,100336484,5,"J20-0209B","2020-07-08 20:10:00",365,143.5,44.0645,-61.69417,2020,550,"H22","4WH",81,1000,23,0,0,34,257,9,0,0,300,NA
"518",518,100336561,1,"J20-0251B","2020-07-22 14:42:00",401,411,45.18167,-56.70117,2020,606,"H43","3PS",74,1000,12,9,0,217,71,11,1,0,300,24.8888888888889
"519",519,100336578,18,"J20-0251B","2020-07-26 15:52:00",377,608,44.3715,-53.32567,2020,649,"H53","3OC",74,1000,0,25,0,234,43,20,3,0,300,20.2
"520",520,100336642,4,"J20-0251A","2020-06-29 17:57:00",450,102,45.7655,-52.89917,2020,626,"H51","3OB",74,1000,4,0,0,223,76,1,0,0,300,NA
"521",521,100336643,5,"J20-0251A","2020-06-29 21:28:00",523,99.5,45.58283,-52.64467,2020,628,"H51","3OB",74,1000,6,0,0,218,79,3,0,0,300,NA
"522",522,100336644,6,"J20-0251A","2020-06-30 00:13:00",624,93.5,45.57567,-52.46833,2020,624,"H51","3OB",74,1000,15,0,0,237,51,12,0,0,300,NA
"523",523,100336645,7,"J20-0251A","2020-06-30 15:58:00",404,84.75,45.48533,-52.04817,2020,623,"H51","3OB",74,1000,25,1,0,217,58,25,0,0,300,16
"524",524,100336646,8,"J20-0251A","2020-06-30 20:43:00",511,80,45.48,-51.5425,2020,618,"H51","3OB",74,1000,6,1,0,223,57,20,0,0,300,29
"525",525,100336647,9,"J20-0251A","2020-07-01 14:14:00",374,73.25,45.69467,-51.52267,2020,617,"H51","3OB",74,1000,13,0,0,267,24,8,0,0,299,NA
"526",526,100336648,10,"J20-0251A","2020-07-01 17:11:00",505,81.75,45.75217,-51.46083,2020,614,"H51","3OB",74,1000,28,0,0,248,33,19,0,0,300,NA
"527",527,100336649,11,"J20-0251A","2020-07-02 14:32:00",360,64.5,45.75467,-49.12733,2020,609,"H51","3NB",74,1000,24,0,0,245,48,7,0,0,300,NA
"528",528,100336650,12,"J20-0251A","2020-07-02 17:57:00",494,67.5,45.86467,-48.993,2020,607,"H51","3NB",74,1000,7,0,0,169,125,5,0,0,299,NA
"529",529,100336651,13,"J20-0251A","2020-07-02 21:47:00",605,75.25,45.7485,-48.81167,2020,608,"H51","3NB",74,1000,0,0,0,211,83,5,0,1,300,NA
"530",530,100336652,14,"J20-0251A","2020-07-03 20:06:00",715,79,45.39567,-49.0055,2020,611,"H51","3NB",74,1000,4,0,0,247,53,0,0,0,300,NA
"531",531,100336653,15,"J20-0251A","2020-07-03 16:20:00",366,149,45.49167,-48.73867,2020,646,"H52","3NB",74,1000,25,0,0,255,33,12,0,0,300,NA
"532",532,100336654,16,"J20-0251A","2020-07-04 14:05:00",364,64.75,45.56833,-49.288,2020,610,"H51","3NA",74,1000,20,0,0,249,43,8,0,0,300,NA
"533",533,100336668,30,"J20-0251A","2020-07-09 20:02:00",636,120.75,44.475,-53.149,2020,653,"H52","3OC",74,1000,25,0,0,130,154,16,0,0,300,NA
"534",534,100337749,1,"S20-0704","2020-07-13 18:00:00",570,29.75,46.117,-56.64133,2020,590,"H41","3PS",80,1000,104,19,0,101,115,78,6,0,300,24.5263157894737
"535",535,100337750,2,"S20-0704","2020-07-14 00:55:00",710,227.5,45.58233,-56.99767,2020,604,"H43","3PS",80,1000,36,2,0,81,210,8,1,0,300,12.5
"536",536,100337751,3,"S20-0704","2020-07-14 03:25:00",810,235,45.57667,-57.12983,2020,605,"H43","3PS",80,1000,15,9,0,123,168,9,0,0,300,17.3333333333333
"537",537,100337752,4,"S20-0704","2020-07-14 19:35:00",365,37.25,46.014,-56.02683,2020,588,"H41","3PS",80,1000,96,1,0,211,60,29,0,0,300,15
"538",538,100337753,5,"S20-0704","2020-07-15 00:30:00",520,30,45.76183,-55.77617,2020,589,"H41","3PS",80,1000,98,7,0,198,70,30,2,0,300,16.2857142857143
"539",539,100337754,6,"S20-0704","2020-07-15 16:00:00",430,68.75,46.1075,-55.20217,2020,585,"H41","3PS",80,1000,7,1,0,106,190,4,0,0,300,32
"540",540,100337755,7,"S20-0704","2020-07-15 21:20:00",560,84,46.41467,-55.46867,2020,597,"H42","3PS",80,1000,18,0,0,80,214,6,0,0,300,NA
"541",541,100337756,8,"S20-0704","2020-07-16 16:50:00",525,83.75,46.5375,-54.69817,2020,594,"H42","3PS",80,1000,1,0,0,115,184,1,0,0,300,NA
"542",542,100337757,9,"S20-0704","2020-07-16 20:35:00",605,100.75,46.26133,-54.842,2020,596,"H42","3PS",80,1000,3,0,0,49,250,1,0,0,300,NA
"543",543,100337758,10,"S20-0704","2020-07-16 23:30:00",690,47,46.0575,-54.8025,2020,584,"H41","3PS",80,1000,82,0,0,106,175,19,0,0,300,NA
"544",544,100337759,11,"S20-0704","2020-07-18 13:50:00",380,40.5,47.07033,-57.87167,2020,586,"H41","3PS",80,1000,50,8,0,66,215,16,3,0,300,6.75
"545",545,100337760,12,"S20-0704","2020-07-18 15:45:00",455,43.75,47.0325,-57.931,2020,587,"H41","3PS",80,1000,41,6,0,48,227,23,2,0,300,8.16666666666667
"546",546,100337761,13,"S20-0704","2020-07-18 17:45:00",525,133.5,47.027,-58.07167,2020,598,"H42","3PS",80,1000,40,6,0,122,156,22,0,0,300,13.1666666666667
"547",547,100337762,14,"S20-0704","2020-07-19 13:30:00",360,144.25,47.24017,-57.1635,2020,600,"H43","3PS",80,1000,32,4,0,66,225,9,0,0,300,14.75
"548",548,100337763,1,"S20-0705","2020-07-22 14:13:00",371,263.5,47.562,-56.2715,2020,599,"H43","3PS",36,1000,69,3,0,144,131,24,0,1,300,18.6666666666667
"549",549,100337764,2,"S20-0705","2020-07-22 19:00:00",433,166,47.419,-56.06483,2020,582,"H41","3PS",36,1000,22,6,0,138,156,4,2,0,300,9.66666666666667
"550",550,100337765,3,"S20-0705","2020-07-23 14:18:00",361,102.5,47.187,-55.557,2020,581,"H41","3PS",36,1000,59,0,0,158,125,16,0,1,300,NA
"551",551,100337766,1,"S20-0707","2020-07-13 21:20:00",380,87.5,47.14817,-55.01383,2020,580,"H41","3PS",23,1000,95,1,0,226,52,21,1,0,300,34
"552",552,100337767,2,"S20-0707","2020-07-14 14:30:00",390,205.75,47.08417,-54.42033,2020,591,"H42","3PS",23,1000,4,0,0,69,227,3,0,1,300,NA
"553",553,100337768,3,"S20-0707","2020-07-14 18:30:00",415,97.75,47.2155,-54.42033,2020,579,"H41","3PS",23,1000,43,0,0,243,51,6,0,0,300,NA
"554",554,100337769,4,"S20-0707","2020-07-15 15:35:00",410,48.75,47.47633,-53.95817,2020,578,"H41","3PS",23,1000,39,0,0,182,104,14,0,0,300,NA
"555",555,100337770,5,"S20-0707","2020-07-16 19:00:00",380,243.5,46.79233,-54.84767,2020,592,"H42","3PS",23,1000,5,0,0,8,291,1,0,0,300,NA
"556",556,100337771,6,"S20-0707","2020-07-16 22:05:00",410,240.25,46.76583,-54.88033,2020,593,"H42","3PS",23,1000,1,0,0,1,298,1,0,0,300,NA
"557",557,100337772,7,"S20-0707","2020-07-17 14:10:00",370,139.5,46.66717,-55.15017,2020,595,"H42","3PS",23,1000,40,0,0,39,247,13,0,1,300,NA
"558",558,100337773,8,"S20-0707","2020-07-17 17:30:00",455,117.75,46.704,-55.30833,2020,583,"H41","3PS",23,1000,51,0,0,28,248,24,0,0,300,NA
"559",559,100337774,1,"S20-0708","2020-07-23 15:35:00",450,56,44.715,-50.3235,2020,620,"H51","3NC",87,1000,99,2,0,232,26,41,1,0,300,15.5
"560",560,100337775,2,"S20-0708","2020-07-23 20:05:00",635,55,44.5885,-50.27133,2020,621,"H51","3NC",87,1000,93,37,0,214,37,37,12,0,300,23.3783783783784
"561",561,100337776,3,"S20-0708","2020-07-24 14:05:00",365,63,44.89283,-49.80917,2020,613,"H51","3NC",87,1000,13,2,0,136,155,9,0,0,300,20.5
"562",562,100337777,4,"S20-0708","2020-07-24 18:50:00",545,70.5,44.9255,-49.57367,2020,612,"H51","3NC",87,1000,2,0,0,72,226,1,0,1,300,NA
"563",563,100337778,5,"S20-0708","2020-07-25 15:10:00",395,49.5,44.5395,-50.0075,2020,619,"H51","3NC",87,1000,118,0,0,219,37,44,0,0,300,NA
"564",564,100337779,6,"S20-0708","2020-07-25 20:55:00",520,58,44.54733,-49.44317,2020,615,"H51","3ND",87,1000,33,0,0,119,170,10,0,1,300,NA
"565",565,100337780,7,"S20-0708","2020-07-26 15:30:00",450,57.5,44.50533,-49.40833,2020,616,"H51","3ND",87,1000,19,0,0,126,169,5,0,0,300,NA
"566",566,100337781,8,"S20-0708","2020-07-26 21:10:00",580,48,44.2475,-49.65983,2020,622,"H51","3NC",87,1000,89,0,0,186,78,36,0,0,300,NA
"567",567,100337782,9,"S20-0708","2020-07-27 14:30:00",380,54,43.95417,-49.70567,2020,627,"H51","3NC",87,1000,145,7,0,172,66,58,3,1,300,18.4285714285714
"568",568,100337783,10,"S20-0708","2020-07-27 19:30:00",585,49,43.84683,-49.52167,2020,625,"H51","3NC",87,1000,24,0,0,220,72,6,0,2,300,NA
"569",569,100337784,11,"S20-0708","2020-07-28 15:30:00",375,59.25,43.66683,-50.049,2020,630,"H51","3NC",87,1000,7,4,0,284,11,4,0,1,300,17.5
"570",570,100337785,12,"S20-0708","2020-07-28 20:30:00",530,58.5,43.55833,-50.28067,2020,633,"H51","3NC",87,1000,29,0,0,249,37,14,0,0,300,NA
"571",571,100337786,13,"S20-0708","2020-07-29 15:10:00",415,178.75,43.05917,-49.76867,2020,647,"H52","3NF",87,1000,83,25,0,191,58,41,10,0,300,12.12
"572",572,100337787,14,"S20-0708","2020-07-29 20:45:00",540,71.5,43.08767,-50.25933,2020,639,"H51","3NE",87,1000,4,0,0,282,17,1,0,0,300,NA
"573",573,100337788,15,"S20-0708","2020-07-30 14:25:00",365,88,43.07217,-50.4885,2020,642,"H51","3NE",87,1000,46,0,0,262,25,13,0,0,300,NA
"574",574,100337789,16,"S20-0708","2020-07-30 19:35:00",545,114,43.06533,-50.816,2020,644,"H51","3NE",87,1000,39,0,0,242,44,12,0,2,300,NA
"575",575,100337790,17,"S20-0708","2020-07-31 14:30:00",380,77,43.41683,-51.11933,2020,641,"H51","3OE",87,1000,89,9,0,257,14,29,0,0,300,15.2222222222222
"576",576,100337791,18,"S20-0708","2020-07-31 20:45:00",565,75.5,43.776,-51.08567,2020,636,"H51","3OE",87,1000,111,8,0,187,70,41,1,0,299,16.125
"577",577,100337792,19,"S20-0708","2020-08-01 14:35:00",365,60,43.81183,-50.316,2020,631,"H51","3NC",87,1000,25,2,0,263,23,14,0,0,300,26
"578",578,100337793,1,"S20-0706","2020-07-07 14:40:00",395,263.5,47.23333,-58.35483,2020,601,"H43","3PN",15,1000,155,9,0,0,245,51,4,0,300,19.5555555555556
"579",579,100337794,2,"S20-0706","2020-07-11 15:05:00",365,449.5,47.0775,-58.674,2020,603,"H43","3PN",15,1000,14,0,0,36,261,3,0,0,300,NA
"580",580,100337795,3,"S20-0706","2020-07-12 14:15:00",375,393.75,47.2995,-58.87617,2020,602,"H43","3PN",15,1000,11,2,0,1,289,10,0,0,300,36.5
"581",581,100349293,5,"J21-0004A","2021-06-05 14:02:00",361,93,43.1395,-50.704,2021,644,"H51","3NE",70,1000,55,0,0,248,36,16,0,0,300,NA
"582",582,100349294,6,"J21-0004A","2021-06-05 15:49:00",439,93.5,43.124,-50.65167,2021,645,"H51","3NE",70,1000,75,0,0,239,36,25,0,0,300,NA
"583",583,100349306,18,"J21-0004A","2021-06-08 14:01:00",360,202.25,42.86833,-50.01533,2021,653,"H52","3NE",70,1000,251,13,0,25,207,63,4,0,299,15
"584",584,100349312,24,"J21-0004A","2021-06-09 14:02:00",361,62.5,43.162,-49.8775,2021,639,"H51","3NF",70,1000,1,0,0,181,119,0,0,0,300,NA
"585",585,100349313,25,"J21-0004A","2021-06-09 17:05:00",443,358.75,43.017,-49.69683,2021,649,"H53","3NF",70,1000,190,21,0,154,88,53,5,0,300,20.047619047619
"586",586,100349317,29,"J21-0004A","2021-06-10 17:33:00",570,620.25,43.36117,-49.22883,2021,648,"H53","3NF",70,1000,28,5,0,118,170,11,1,0,300,33
"587",587,100349319,31,"J21-0004A","2021-06-11 00:14:00",707,57.5,43.779,-49.69967,2021,629,"H51","3NC",70,1000,65,2,0,103,164,32,1,0,300,16.5
"588",588,100349322,34,"J21-0004A","2021-06-12 14:31:00",388,50,44.41233,-49.8445,2021,620,"H51","3NC",70,1000,117,4,0,199,62,38,1,0,300,23.5
"589",589,100349331,43,"J21-0004A","2021-06-14 14:20:00",372,77.5,43.61933,-51.26483,2021,643,"H51","3OE",70,1000,38,0,0,220,69,11,0,0,300,NA
"590",590,100349334,46,"J21-0004A","2021-06-15 14:19:00",379,79,44.14317,-51.59417,2021,640,"H51","3OD",70,1000,99,3,0,171,85,43,1,0,300,14.3333333333333
"591",591,100349342,54,"J21-0004A","2021-06-18 14:05:00",363,66.5,44.5545,-57.38933,2021,560,"H31","4VC",70,1000,0,0,0,285,15,0,0,0,300,NA
"592",592,100349344,56,"J21-0004A","2021-06-19 16:50:00",460,533.5,44.28633,-57.74,2021,577,"H33","4VC",70,1000,18,9,0,63,229,4,4,0,300,17.3333333333333
"593",593,100349712,1,"J21-0121","2021-06-08 14:16:00",372,294,43.42433,-60.2675,2021,652,"H23","4WG",41,1000,13,8,0,51,242,5,0,2,300,5.375
"594",594,100349714,3,"J21-0121","2021-06-09 14:50:00",361,79,43.49567,-60.77817,2021,540,"H21","4WJ",41,1000,10,3,0,218,80,1,0,1,300,7.66666666666667
"595",595,100349717,6,"J21-0121","2021-06-11 14:12:00",362,87,43.19967,-61.49267,2021,543,"H21","4WJ",41,1000,110,1,0,12,243,42,0,3,300,22
"596",596,100349718,7,"J21-0121","2021-06-11 18:40:00",459,588,42.94367,-61.68167,2021,553,"H23","4WJ",41,1000,30,5,0,22,256,11,2,9,300,17
"597",597,100349723,1,"J21-0122","2021-06-10 14:40:00",384,262,42.79333,-63.61317,2021,651,"H13","4XN",79,1000,463,3,0,100,100,93,0,6,299,10.3333333333333
"598",598,100349724,2,"J21-0122","2021-06-10 20:27:00",602,180.75,42.8225,-63.37817,2021,521,"H12","4XN",79,1000,437,1,0,145,58,93,0,4,300,10
"599",599,100349728,6,"J21-0122","2021-06-12 19:04:00",505,200,43.5095,-64.24617,2021,519,"H12","4XN",79,1000,142,0,0,77,176,46,0,1,300,NA
"600",600,100349729,7,"J21-0122","2021-06-13 15:17:00",427,191.25,43.97267,-63.712,2021,517,"H12","4XM",79,1000,232,0,0,13,209,78,0,0,300,NA
"601",601,100349730,8,"J21-0122","2021-06-13 21:28:00",545,73.75,44.12917,-64.26017,2021,504,"H11","4XM",79,1000,0,1,0,291,8,0,1,0,300,25
"602",602,100349731,1,"J21-0123","2021-06-17 14:01:00",361,214.75,43.61083,-63.2535,2021,551,"H22","4WL",82,1000,33,0,2,45,241,11,0,1,300,NA
"603",603,100349733,3,"J21-0123","2021-06-18 14:03:00",362,113,43.03233,-62.68217,2021,544,"H21","4WL",82,1000,100,4,0,96,163,40,1,0,300,5.75
"604",604,100349737,7,"J21-0123","2021-06-20 14:03:00",362,79.25,43.699,-61.768,2021,541,"H21","4WH",82,1000,30,87,0,122,141,2,35,0,300,22.1034482758621
"605",605,100349741,11,"J21-0123","2021-06-22 14:02:00",362,164.5,43.94833,-62.56433,2021,550,"H22","4WK",82,1000,56,0,1,35,236,26,0,1,299,NA
"606",606,100349814,6,"J21-0129","2021-07-12 22:26:00",628,95.5,42.71817,-65.62967,2021,510,"H11","4XP",83,1000,263,16,0,38,171,86,4,1,300,15.75
"607",607,100349818,10,"J21-0129","2021-07-13 21:06:00",628,102.75,43.29367,-65.33633,2021,507,"H11","4XO",83,1000,37,8,0,64,206,27,2,1,300,15.875
"608",608,100350070,22,"J21-0006A","2021-06-18 14:29:00",385,95,44.7205,-53.09533,2021,642,"H51","3OC",74,1000,129,3,0,137,114,47,0,0,298,22
"609",609,100350157,1,"J21-0128","2021-07-13 20:45:00",369,60.25,44.31983,-58.32933,2021,563,"H31","4VS",56,1000,1,0,1,261,38,0,0,0,300,NA
"610",610,100350159,3,"J21-0128","2021-07-14 17:11:00",500,107.5,44.9,-58.29233,2021,562,"H31","4VS",56,1000,16,8,0,184,107,6,3,0,300,10.75
"611",611,100350160,4,"J21-0128","2021-07-14 21:35:00",583,64,45.10583,-57.99617,2021,558,"H31","4VS",56,1000,3,2,0,174,123,2,0,1,300,23.5
"612",612,100350162,6,"J21-0128","2021-07-15 16:55:00",405,435,45.033,-56.9435,2021,576,"H33","4VS",56,1000,5,18,0,134,156,1,4,5,300,16.8333333333333
"613",613,100350163,7,"J21-0128","2021-07-15 21:29:00",546,439,45.17167,-57.00467,2021,574,"H33","4VS",56,1000,7,33,1,108,179,2,10,0,300,28.5454545454545
"614",614,100350165,9,"J21-0128","2021-07-16 20:58:00",627,392,45.4075,-57.69533,2021,575,"H33","4VS",56,1000,6,31,0,144,144,2,9,1,300,15.1612903225806
"615",615,100350391,3,"J21-0006B","2021-07-09 14:48:00",407,80,44.65133,-52.38883,2021,638,"H51","3OD",74,1000,35,5,0,227,47,25,1,0,300,19.4
"616",616,100350392,4,"J21-0006B","2021-07-09 17:36:00",501,76.5,44.76683,-52.34783,2021,636,"H51","3OD",74,1000,44,26,0,166,55,64,15,0,300,50.6538461538462
"617",617,100350393,5,"J21-0006B","2021-07-09 21:26:00",609,71,44.85467,-52.08583,2021,634,"H51","3OD",74,1000,6,10,0,168,123,5,4,0,300,39.9
"618",618,100350394,6,"J21-0006B","2021-07-10 16:36:00",515,66,44.67417,-51.022,2021,627,"H51","3NC",74,1000,6,10,1,266,22,7,4,0,300,35.3
"619",619,100350395,7,"J21-0006B","2021-07-10 20:59:00",622,58.25,44.62833,-50.627,2021,623,"H51","3NC",74,1000,15,1,1,245,41,11,1,0,299,26
"620",620,100350397,9,"J21-0006B","2021-07-11 16:42:00",520,59,44.99317,-50.31517,2021,618,"H51","3NC",74,1000,27,30,3,176,85,24,12,0,300,34.7666666666667
"621",621,100350398,10,"J21-0006B","2021-07-11 22:41:00",638,61,45.13517,-49.7395,2021,615,"H51","3NA",74,1000,27,0,1,196,90,13,0,0,300,NA
"622",622,100350399,11,"J21-0006B","2021-07-12 16:11:00",491,105.75,45.16483,-48.866,2021,646,"H52","3NB",74,1000,18,0,0,194,90,16,0,0,300,NA
"623",623,100350400,12,"J21-0006B","2021-07-12 20:35:00",630,77.5,45.36617,-49.01367,2021,613,"H51","3NB",74,1000,1,0,0,59,240,1,0,0,300,NA
"624",624,100350401,13,"J21-0006B","2021-07-13 14:55:00",409,65.5,45.6355,-49.30267,2021,612,"H51","3NA",74,1000,0,1,0,232,66,0,1,1,300,14
"625",625,100350402,14,"J21-0006B","2021-07-14 16:28:00",508,62,45.83617,-49.42467,2021,610,"H51","3NA",74,1000,0,0,0,56,241,0,0,2,299,NA
"626",626,100350403,15,"J21-0006B","2021-07-14 18:53:00",609,59.25,45.79317,-49.43167,2021,611,"H51","3NA",74,1000,0,0,0,152,148,0,0,0,300,NA
"627",627,100350404,16,"J21-0006B","2021-07-15 14:38:00",396,89,45.97633,-48.56033,2021,608,"H51","3NB",74,1000,0,0,0,10,288,0,0,2,300,NA
"628",628,100350405,17,"J21-0006B","2021-07-15 18:47:00",535,90.25,45.786,-48.59367,2021,609,"H51","3NB",74,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"629",629,100350410,22,"J21-0006B","2021-07-17 15:28:00",379,113,45.9365,-48.2105,2021,607,"H51","3NB",74,1000,0,0,0,79,217,0,0,4,300,NA
"630",630,100350429,1,"J21-0125","2021-06-25 14:02:00",361,72.5,43.454,-61.5965,2021,542,"H21","4WJ",81,1000,14,3,0,85,210,3,1,1,300,12
